uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT010137,W,2015-07-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010143,W,2015-07-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01014F,W,2015-07-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01015B,W,2015-08-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010167,W,2015-08-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010173,W,2015-08-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01017F,W,2015-08-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01018B,W,2015-08-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010197,W,2015-09-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101A3,W,2015-09-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101AF,W,2015-09-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101BB,W,2015-09-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101C7,W,2015-10-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101D3,W,2015-10-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101DF,W,2015-10-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101EB,W,2015-10-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0101F7,W,2015-11-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010203,W,2015-11-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01020F,W,2015-11-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01021B,W,2015-11-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010227,W,2015-11-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010233,W,2015-12-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01023F,W,2015-12-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01024B,W,2015-12-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010257,W,2015-12-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010263,W,2016-01-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01026F,W,2016-01-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01027B,W,2016-01-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010287,W,2016-01-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010293,W,2016-02-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01029F,W,2016-02-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102AB,W,2016-02-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102B7,W,2016-02-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102C3,W,2016-02-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102CF,W,2016-03-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102DB,W,2016-03-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102E7,W,2016-03-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102F3,W,2016-03-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0102FF,W,2016-04-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01030B,W,2016-04-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010317,W,2016-04-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010323,W,2016-04-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01032F,W,2016-05-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01033B,W,2016-05-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010347,W,2016-05-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010353,W,2016-05-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01035F,W,2016-05-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01036B,W,2016-06-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010377,W,2016-06-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010383,W,2016-06-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01038F,W,2016-06-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01039B,W,2016-07-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103A7,W,2016-07-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103B3,W,2016-07-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103BF,W,2016-07-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103CB,W,2016-08-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103D7,W,2016-08-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103E3,W,2016-08-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103EF,W,2016-08-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0103FB,W,2016-08-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010407,W,2016-09-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010413,W,2016-09-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01041F,W,2016-09-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01042B,W,2016-09-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010437,W,2016-10-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010443,W,2016-10-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01044F,W,2016-10-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01045B,W,2016-10-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010467,W,2016-10-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010473,W,2016-11-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01047F,W,2016-11-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01048B,W,2016-11-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010497,W,2016-11-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104A3,W,2016-12-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104AF,W,2016-12-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104BB,W,2016-12-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104C7,W,2016-12-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104D3,W,2017-01-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104DF,W,2017-01-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104EB,W,2017-01-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0104F7,W,2017-01-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010503,W,2017-01-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01050F,W,2017-02-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01051B,W,2017-02-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010527,W,2017-02-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010533,W,2017-02-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01053F,W,2017-03-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01054B,W,2017-03-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010557,W,2017-03-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010563,W,2017-03-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01056F,W,2017-04-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01057B,W,2017-04-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010587,W,2017-04-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010593,W,2017-04-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01059F,W,2017-05-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105AB,W,2017-05-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105B7,W,2017-05-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105C3,W,2017-05-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105CF,W,2017-05-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105DB,W,2017-06-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105E7,W,2017-06-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105F3,W,2017-06-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0105FF,W,2017-06-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01060B,W,2017-07-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010617,W,2017-07-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010623,W,2017-07-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01062F,W,2017-07-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01063B,W,2017-07-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010647,W,2017-08-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010653,W,2017-08-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01065F,W,2017-08-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01066B,W,2017-08-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010677,W,2017-09-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010683,W,2017-09-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01068F,W,2017-09-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01069B,W,2017-09-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106A7,W,2017-10-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106B3,W,2017-10-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106BF,W,2017-10-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106CB,W,2017-10-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106D7,W,2017-10-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106E3,W,2017-11-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106EF,W,2017-11-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0106FB,W,2017-11-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010707,W,2017-11-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010713,W,2017-12-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01071F,W,2017-12-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01072B,W,2017-12-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010737,W,2017-12-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010743,W,2018-01-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01074F,W,2018-01-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01075B,W,2018-01-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010767,W,2018-01-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010773,W,2018-02-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01077F,W,2018-02-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01078B,W,2018-02-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010797,W,2018-02-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107A3,W,2018-03-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107AF,W,2018-03-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107BB,W,2018-03-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107C7,W,2018-03-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107D3,W,2018-04-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107DF,W,2018-04-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107EB,W,2018-04-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0107F7,W,2018-04-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010803,W,2018-04-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01080F,W,2018-05-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01081B,W,2018-05-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010827,W,2018-05-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010833,W,2018-05-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01083F,W,2018-06-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01084B,W,2018-06-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010857,W,2018-06-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010863,W,2018-06-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01086F,W,2018-07-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01087B,W,2018-07-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010887,W,2018-07-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010893,W,2018-07-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01089F,W,2018-07-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108AB,W,2018-08-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108B7,W,2018-08-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108C3,W,2018-08-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108CF,W,2018-08-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108DB,W,2018-09-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108E7,W,2018-09-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108F3,W,2018-09-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0108FF,W,2018-09-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01090B,W,2018-10-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010917,W,2018-10-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010923,W,2018-10-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01092F,W,2018-10-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01093B,W,2018-10-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010947,W,2018-11-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010953,W,2018-11-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01095F,W,2018-11-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01096B,W,2018-11-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010977,W,2018-12-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010983,W,2018-12-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01098F,W,2018-12-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT01099B,W,2018-12-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109A7,W,2018-12-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109B3,W,2019-01-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109BF,W,2019-01-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109CB,W,2019-01-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109D7,W,2019-01-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109E3,W,2019-02-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109EF,W,2019-02-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT0109FB,W,2019-02-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A07,W,2019-02-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A13,W,2019-03-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A1F,W,2019-03-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A2B,W,2019-03-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A37,W,2019-03-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A43,W,2019-04-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A4F,W,2019-04-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A5B,W,2019-04-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A67,W,2019-04-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A73,W,2019-04-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A7F,W,2019-05-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A8B,W,2019-05-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010A97,W,2019-05-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010AA3,W,2019-05-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010AAF,W,2019-06-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
DPSRT010ABB,W,2019-06-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A08,ROTAVIRAL ENTERITIS,0
